"_ID","LIEU_DISTRIBUTION","TYPE_LIEU","NUMERO","ADRESSE","QUARTIER","QUARTIER_CIBLE","TYPE_DISTRIBUTION","RDV1","HDEBUT1","HFIN1","RDV2","HDEBUT2","HFIN2","RDV3","HDEBUT3","HFIN3","RDV4","HDEBUT4","HFIN4","OBSERVATIONS","CODE_POSTAL","COMMUNE","location"
"71","Angle Boulevard Gaston Serpette/Boulevard des Anglais","","","Boulevard Gaston Serpette","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","RDV","27/03/2015","14:30","19:00","11/09/2015","14:30","19:00","11/12/2015","14:30","19:00","","","","","44100","Nantes","[ 47.2288414804835 , -1.57551422401674]"
"72","Place Saint-Félix","","","Place Saint-Félix","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","RDV","28/03/2015","09:00","13:00","12/09/2015","09:00","13:00","12/12/2015","09:00","13:00","","","","","44000","Nantes","[ 47.2310649019152 , -1.55588877771744]"
"67","Association ADDA","Autre","5","B Rue de la Carterie","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2292134745759 , -1.55464217210438]"
"60","Café tabac le Bel Air","Commerce","71","Rue de Bel Air","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2249905129991 , -1.55923983400867]"
"61","Carrefour City","Commerce","24","Rue des Hauts Pavés","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2232676975986 , -1.56349947899436]"
"62","Carrefour Market","Commerce","","Rond Point de Vannes","Breil - Barberie","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.229628182866 , -1.57279493776477]"
"63","Aux Délices de Procé","Commerce","3","Boulevard Gaston Serpette","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2245128751455 , -1.57678522108171]"
"64","Maison de l'Environnement Ecopole","Autre","17","Rue de Bouillé","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2260056758354 , -1.55606908795771]"
"65","Intermarché","Commerce","15","Rue Félix Thomas","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2302350847296 , -1.55396811379212]"
"66","Le Monselet","Commerce","3","Place Emile Sarradin","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2209463152634 , -1.57025374047389]"
"83","Rue La Noue Bras de Fer (Ecole d'Architecture)","","","Rue La Noue Bras de Fer","Ile de Nantes","Ile de Nantes","RDV","09/03/2015","14:30","19:00","29/06/2015","14:30","19:00","23/11/2015","14:30","19:00","","","","","44200","Nantes","[ 47.2074615533588 , -1.55735377242907]"
"79","Place Victor Mangin","","","Place Victor Mangin","Ile de Nantes","Ile de Nantes","RDV","10/03/2015","14:30","19:00","11/03/2015","14:30","19:00","30/06/2015","14:30","19:00","01/07/2015","14:30","19:00","","44200","Nantes","[ 47.2009484198633 , -1.54459336106402]"
"80","Place Victor Mangin","","","Place Victor Mangin","Ile de Nantes","Ile de Nantes","RDV","24/11/2015","14:30","19:00","25/11/2015","14:30","19:00","","","","","","","","44200","Nantes","[ 47.2009484198633 , -1.54459336106402]"
