"MATRICULE","TYPE_DECHETS","QUARTIER","NUM_VOIE","ADRESSE","CLE_VOIE","CAPACITE_CUVE","CAPACITE_FOSSE","PREHENSION","COULEUR","FINITION_PLATEFORME","TRAPPE_COMMERCANT","TYP_AVALOIR","ISOLATION_PHONIQUE","NUMERO_POLE_NANTESMETROPOLE","NOM_POLE_NANTESMETROPOLE","COD_COM","COMMUNE","location"
"TS5238","ts_ent","Dervallières - Chézine","6","Rue Amédée de la Patellière","Patellière","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.223594962682 , -1.60116602240615]"
"TS5239","ts_ent","Dervallières - Chézine","6","Rue Amédée de la Patellière","Patellière","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2235810137141 , -1.60118165815388]"
"TS5240","ts_ent","Dervallières - Chézine","3","Rue Amédée de la Patellière","Patellière","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.223425063495 , -1.60124591926301]"
"TS5241","ts_ent","Dervallières - Chézine","3","Rue Amédée de la Patellière","Patellière","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2234119890042 , -1.60126616352179]"
"TS5242","ts_ent","Dervallières - Chézine","6","Rue Charles Perron","Perron","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2244110931801 , -1.60035357281434]"
"TS5243","ts_ent","Dervallières - Chézine","6","Rue Charles Perron","Perron","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2243961149983 , -1.60036913327857]"
"TS5244","ts_ent","Dervallières - Chézine","5","Rue Charles Perron","Perron","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2242797386636 , -1.60048326709402]"
"TS5245","ts_ent","Dervallières - Chézine","5","Rue Charles Perron","Perron","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2242681607785 , -1.60045969374824]"
"TS5246","ts_ent","Dervallières - Chézine","3","Rue Henry Ottmann","Ottmann","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2227346809114 , -1.60185099076107]"
"TS5247","ts_ent","Dervallières - Chézine","3","Rue Henry Ottmann","Ottmann","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2227248522317 , -1.60183663486122]"
"TS5248","ts_ent","Mendes France","8","Rue Jean Olivesi","Olivesi","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2100341463026 , -1.6070329962626]"
"TS5249","ts_ent","Mendes France","6","Rue Jean Olivesi","Olivesi","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2098804156953 , -1.60667033656599]"
"TS5250","ts_ent","Mendes France","2","Rue Jean Olivesi","Olivesi","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2096635068405 , -1.6061334167097]"
"TS5251","ts_ent","Mendes France","4","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2064329751142 , -1.60793064544827]"
"TS5252","ts_ent","Mendes France","8","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.206695542244 , -1.60770619535504]"
"TS5253","ts_ent","Mendes France","12","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2070167896371 , -1.60742549533992]"
"TS5254","ts_ent","Lauriers","7","Rue de l'Aveyron","Aveyron","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2068821949213 , -1.60713695018851]"
"TS5255","ts_ent","Lauriers","3","Rue de l'Aveyron","Aveyron","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2066319110401 , -1.60748496513486]"
"TS5256","ts_ent","Lauriers","1","Rue de l'Ariège","Ariège","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2062171392802 , -1.60748317517014]"
"TS5257","ts_ent","Lauriers","1","Rue de l'Ariège","Ariège","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.206018752994 , -1.60700822326334]"
"TS5258","ts_ent","Mendes France","19","Rue Romain Rolland","Rolland","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2063924384252 , -1.6094161860968]"
"TS5259","ts_ent","Mendes France","19","Rue Romain Rolland","Rolland","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2063840019883 , -1.6093913358483]"
"TS5260","ts_ent","Mendes France","19","Rue Romain Rolland","Rolland","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2063691259577 , -1.60940386766281]"
"TS5261","ts_ent","Mendes France","19","Rue Romain Rolland","Rolland","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2063765847849 , -1.60942713156856]"
"TS5262","ts_ent","Mendes France","4","Rue Etienne Coutan","Coutan","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2053516224758 , -1.60813866780521]"
"TS5263","ts_ent","St Joseph de Porterie","1","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","","stabilité avec réser","0","Trappe","0","4","Erdre et Loire","440109","Nantes","[ 47.2688032824979 , -1.5217421112589]"
"TS5264","ts_ent","St Joseph de Porterie","1","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","","stabilité avec réser","0","Trappe","0","4","Erdre et Loire","440109","Nantes","[ 47.2687852596227 , -1.52172565106401]"
"TS5265","ts_ent","Mendes France","2","Rue du Lot","Lot","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2097700931418 , -1.60416351105103]"
"TS5266","ts_ent","Mendes France","2","Rue du Lot","Lot","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2097806926531 , -1.60418549249518]"
"TS5267","ts_ent","Mendes France","2","Rue du Lot","Lot","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2097637068915 , -1.60419938553094]"
"TS5268","ts_ent","Mendes France","2","Rue du Lot","Lot","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2097541367114 , -1.60417747987501]"
"TS5269","ts_ent","Mendes France","2","Rue du Lot","Lot","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2097466694775 , -1.60421478911569]"
"TS5270","ts_ent","Mendes France","36","Rue de l'Adour","Adour","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2071633575895 , -1.60974559005256]"
"TS5271","ts_ent","Mendes France","28","Rue de l'Adour","Adour","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2069200206344 , -1.60913707860112]"
"TS5272","ts_ent","Bout des Pavés-Chêne des Angla","7","Rue d'Ottawa","Ottawa","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2578855169713 , -1.57586713084477]"
"TS5273","ts_ent","Bout des Pavés-Chêne des Angla","7","Rue d'Ottawa","Ottawa","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2578983342087 , -1.5758847412708]"
"TS5274","ts_ent","Bout des Pavés-Chêne des Angla","11","Rue d'Ottawa","Ottawa","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.258208705628 , -1.57613480529625]"
"TS5275","ts_ent","Bout des Pavés-Chêne des Angla","11","Rue de Montréal","Montréal","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.257503406895 , -1.57742761483641]"
"TS5276","ts_ent","Bout des Pavés-Chêne des Angla","11","Rue de Montréal","Montréal","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.257521008141 , -1.57742587172896]"
"TS5277","ts_ent","Bout des Pavés-Chêne des Angla","11","Rue de Montréal","Montréal","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2575210048298 , -1.57739555771693]"
"TS5282","ts_ent","Haluchère-Perray","8","Rue René Dumont","Dumont","5.0","5.0","Kinshofer","","acier galvanisé stri","0","simple tambour","0","4","Erdre et Loire","440109","Nantes","[ 47.2401981301988 , -1.51544707695876]"
"TS5283","ts_ent","Haluchère-Perray","8","Rue René Dumont","Dumont","5.0","5.0","Kinshofer","","acier galvanisé stri","0","simple tambour","0","4","Erdre et Loire","440109","Nantes","[ 47.2401854046081 , -1.51542646376362]"
"TS5284","ts_ent","Breil-Malville","51","Rue du Breil","Breil","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2295263928951 , -1.58645493116292]"
"TS5285","ts_ent","Breil-Malville","57","Rue du Breil","Breil","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2299271326751 , -1.58717208733928]"
"TS5286","ts_ent","Haluchère-Perray","8","Rue René Dumont","Dumont","5.0","5.0","Kinshofer","","acier galvanisé stri","0","simple tambour","0","4","Erdre et Loire","440109","Nantes","[ 47.2402119356551 , -1.51546625278533]"
"TS5287","ts_ent","Gde Grèneraie - Clos toreau","31","Boulevard Emile Gabory","Gabory","5.0","5.0","kinshofer","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.19459576979 , -1.52904095206893]"
"TS5288","ts_ent","Gde Grèneraie - Clos toreau","31","Boulevard Emile Gabory","Gabory","5.0","5.0","kinshofer","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.194579704968 , -1.52902768099756]"
"TS5289","ts_ent","Gde Grèneraie - Clos toreau","31","Boulevard Emile Gabory","Gabory","5.0","5.0","kinshofer","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1939364359773 , -1.52848619902338]"
"TS5290","ts_ent","Gde Grèneraie - Clos toreau","31","Boulevard Emile Gabory","Gabory","5.0","5.0","kinshofer","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1939203204304 , -1.52847443847126]"
"TS5291","ts_ent","Breil-Malville","7","Rue Charles Dullin","Dullin","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2324526384109 , -1.58676494461316]"
"TS5292","ts_ent","Breil-Malville","7","Rue Charles Dullin","Dullin","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2324386914271 , -1.58678058674278]"
"TS5293","ts_ent","Breil-Malville","0","Rue Maurice Tourneur","Tourneur","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2321473068516 , -1.58751973982156]"
"TS5294","ts_ent","Breil-Malville","0","Rue Maurice Tourneur","Tourneur","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2321343376654 , -1.58753696837234]"
"TS5295","ts_ent","Breil-Malville","0","Allée Jacques Becker","Becker","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2317613170092 , -1.58797622030196]"
"TS5296","ts_ent","Breil-Malville","0","Allée Jacques Becker","Becker","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2317483991923 , -1.58799193742074]"
"TS5297","ts_ent","Breil-Malville","65","Rue des Plantes","Plantes","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2313326553477 , -1.58817050580116]"
"TS5298","ts_ent","Breil-Malville","65","Rue des Plantes","Plantes","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2313475289751 , -1.58815796223536]"
"TS5299","ts_ent","Breil-Malville","2","Allée Henri Chrétien","Chrétien","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2312005876806 , -1.58792751466323]"
"TS5300","ts_ent","Breil-Malville","2","Allée Henri Chrétien","Chrétien","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2312145348239 , -1.58791187319215]"
"TS5301","ts_ent","Breil-Malville","14","Allée Henri Chrétien","Chrétien","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2309527665356 , -1.5874775764112]"
"TS5302","ts_ent","Breil-Malville","14","Allée Henri Chrétien","Chrétien","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2309645013569 , -1.5874966164575]"
"TS5303","ts_ent","Breil-Malville","13","rue Louis Jouvet","Jouvet","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2312935118856 , -1.58689506982806]"
"TS5304","ts_ent","Breil-Malville","13","rue Louis Jouvet","Jouvet","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2312828063001 , -1.58687610527967]"
"TS5305","ts_ent","Breil-Malville","7","rue Louis Jouvet","Jouvet","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2316730120274 , -1.58641690046442]"
"TS5306","ts_ent","Breil-Malville","7","rue Louis Jouvet","Jouvet","0.0","0.0","","0","0","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2316623577822 , -1.58639642468034]"
"TS5307","ts_ent","Gde Grèneraie - Clos toreau","8","rue de saint jean de luz","Luz","5.0","5.0","kinshofer","Vert RAL 6012","aluminium","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1942563725965 , -1.52746928121103]"
"TS5308","ts_ent","Gde Grèneraie - Clos toreau","8","rue de saint jean de luz","Luz","5.0","5.0","kinshofer","Vert RAL 6012","aluminium","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1942592923138 , -1.52744375643201]"
"TS5312","ts_ent","Bout des Landes","1","Rue de Pont Aven","Aven","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2656724385377 , -1.57500590550138]"
"TS5313","ts_ent","Bout des Landes","1","Rue de Pont Aven","Aven","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2655773685349 , -1.57452295353633]"
"TS5314","ts_ent","Bout des Landes","2","Rue de Concarneau","Concarneau","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2643391480194 , -1.57850706714485]"
"TS5315","ts_ent","Bout des Landes","6","Rue de Douarnenez","Douarnenez","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2648745801656 , -1.57598592426578]"
"TS5316","ts_ent","Bout des Landes","6","Rue de Douarnenez","Douarnenez","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2648850309924 , -1.57601245922499]"
"TS5317","ts_ent","Bout des Landes","7","Rue de Concarneau","Concarneau","4.0","0.0","","","","0","","0","6","Erdre et Cens","440109","Nantes","[ 47.265484660645 , -1.578838039294]"
"TS5318","ts_ent","Bout des Landes","7","Rue de Douarnenez","Douarnenez","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2649241305513 , -1.5763200155451]"
"TS5319","ts_ent","Bout des Landes","7","Rue de Concarneau","Concarneau","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2654621180609 , -1.57883335668746]"
"TS5320","ts_ent","Bout des Landes","13","Rue de Douarnenez","Douarnenez","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2655243682649 , -1.57712038340412]"
"TS5321","ts_ent","Bout des Landes","10","Rue de Concarneau","Concarneau","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2656458437517 , -1.57773715823046]"
"TS5322","ts_ent","Bout des Landes","5","Rue de Pont Aven","Aven","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2658404802185 , -1.57586256746999]"
"TS5324","ts_ent","Bout des Landes","2","Rue de Douarnenez","Douarnenez","5.0","5.0","Kinshofer","Gris RAL 9007","tôle larmée","0","Trappe","0","6","Erdre et Cens","440109","Nantes","[ 47.2646067687382 , -1.57530236872672]"
"TS5325","ts_ent","Dervallières - Chézine","10","rue Jacques Callot","Callot","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2245415020348 , -1.5985287717422]"
"TS5326","ts_ent","Dervallières - Chézine","10","rue Jacques Callot","Callot","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2245554506331 , -1.59851313496376]"
"TS5327","ts_ent","Dervallières - Chézine","10","rue Jacques Callot","Callot","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2245704285572 , -1.59849757387359]"
"TS5328","ts_ent","Dervallières - Chézine","34","Rue Antoine Watteau","Watteau","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2246319810801 , -1.59920344393247]"
"TS5329","ts_ent","Dervallières - Chézine","34","Rue Antoine Watteau","Watteau","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2246468043423 , -1.59919241597466]"
"TS5330","ts_ent","Dervallières - Chézine","34","Rue Antoine Watteau","Watteau","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2246393434922 , -1.59916914548924]"
"TS5331","ts_ent","Dervallières - Chézine","12","Rue Edmond Bertreux","Bertreux","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2238083220646 , -1.59902774075761]"
"TS5332","ts_ent","Dervallières - Chézine","12","Rue Edmond Bertreux","Bertreux","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2238114593033 , -1.59905675189534]"
"TS5333","ts_ent","Dervallières - Chézine","12","Rue Edmond Bertreux","Bertreux","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2238253048099 , -1.5990441373953]"
"TS5334","ts_ent","Dervallières - Chézine","2","rue Jacques Callot","Callot","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2242119013936 , -1.59790619951588]"
"TS5335","ts_ent","Dervallières - Chézine","2","rue Jacques Callot","Callot","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2242268792375 , -1.59789063835598]"
"TS5336","ts_ent","Dervallières - Chézine","10","Rue Honoré Daumier","Daumier","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2235742830012 , -1.59705649991384]"
"TS5337","ts_ent","Dervallières - Chézine","10","Rue Honoré Daumier","Daumier","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2235871505186 , -1.59704229832708]"
"TS5338","ts_ent","Dervallières - Chézine","2","Rue Honoré Daumier","Daumier","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2233077178342 , -1.59649159753616]"
"TS5339","ts_ent","Dervallières - Chézine","2","Rue Honoré Daumier","Daumier","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2233183703177 , -1.59651207213754]"
"TS5340","ts_ent","Dervallières - Chézine","5","Rue Jean Honoré Fragonard","Fragonard","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.222025950841 , -1.60266069627535]"
"TS5341","ts_ent","Dervallières - Chézine","8","Rue Jean Honoré Fragonard","Fragonard","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2224074630798 , -1.60227677828587]"
"TS5342","ts_ent","Dervallières - Chézine","8","Rue Jean Honoré Fragonard","Fragonard","5.0","5.0","Kinshofer","gris RAL 9007","tôle larmée","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2223968116286 , -1.60225630297004]"
"TS5344","ts_ent","Lauriers","4","Rue du Jamet","Jamet","5.0","5.0","kinshofer","gris RAL 9007","Tôle","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2058161052186 , -1.60644664872487]"
"TS5345","ts_ent","Lauriers","16","Rue du Jamet","Jamet","5.0","5.0","kinshofer","gris RAL 9007","Tôle","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2063083916965 , -1.60566066546312]"
"TS5346","ts_ent","Lauriers","16","Rue du Jamet","Jamet","5.0","5.0","kinshofer","gris RAL 9007","Tôle","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2063169839481 , -1.60568098371136]"
"TS5347","ts_ent","Lauriers","20","Rue du Jamet","Jamet","5.0","5.0","kinshofer","gris RAL 9007","Tôle","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2066669282918 , -1.60552655781973]"
"TS5348","ts_ent","Lauriers","28","Rue du Jamet","Jamet","5.0","5.0","kinshofer","gris RAL 9007","Tôle","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2073803838393 , -1.60497186908831]"
"TS5349","ts_ent","Lauriers","28","Rue du Jamet","Jamet","5.0","5.0","kinshofer","gris RAL 9007","Tôle","0","Trappe 80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2073899538768 , -1.60499377391861]"
"TS5350","ts_ent","St Joseph de Porterie","46","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2731869935103 , -1.51956909878594]"
"TS5351","ts_ent","St Joseph de Porterie","46","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2732018089982 , -1.5195580388548]"
"TS5352","ts_ent","Beaujoire - Halvèque","14","Rue Claude et Simone Millot","Millot","0.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2610589092307 , -1.51471112893372]"
"TS5353","ts_ent","Beaujoire - Halvèque","20","Avenue de Josselin","Josselin","0.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2601100637559 , -1.51414109214192]"
"TS5354","ts_ent","Beaujoire - Halvèque","20","Avenue de Josselin","Josselin","0.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2601180264669 , -1.51411893004026]"
"TS5355","ts_ent","Beaujoire - Halvèque","6","Rue Claude et Simone Millot","Millot","0.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2606194551605 , -1.51387311660712]"
"TS5356","ts_ent","Beaujoire - Halvèque","6","Rue Claude et Simone Millot","Millot","0.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2606098175105 , -1.51385271831311]"
"TS5357","ts_ent","Beaujoire - Halvèque","3","Rue Louis et Louise Le Paih","Paih","0.0","0.0","","","","0","","0","4","Erdre et Loire","440109","Nantes","[ 47.2607301455211 , -1.51299893936]"
"TS5358","ts_ent","St Joseph de Porterie","0","Rue Barbara","Barbara","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.27169295694 , -1.52219019589521]"
"TS5359","ts_ent","St Joseph de Porterie","16","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.269768803938 , -1.52159652211754]"
"TS5360","ts_ent","St Joseph de Porterie","16","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2697855266546 , -1.52159014901701]"
"TS5361","ts_ent","St Joseph de Porterie","0","Rue Barbara","Barbara","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2715207165696 , -1.52169414980947]"
"TS5362","ts_ent","St Joseph de Porterie","13","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2702416517578 , -1.52155787810415]"
"TS5363","ts_ent","St Joseph de Porterie","13","Rue de la Planche au Gué","Gué","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2702594038362 , -1.52155157922026]"
"TS5364","ts_ent","St Joseph de Porterie","6","Rue du Bois Hue","Hue","5.0","5.0","Kinshofer","RAL 7032","avec réservation","0","Clapet","0","4","Erdre et Loire","440109","Nantes","[ 47.2722713525659 , -1.52152546432113]"
