"MATRICULE","TYPE_DECHETS","QUARTIER","NUM_VOIE","ADRESSE","CLE_VOIE","CAPACITE_CUVE","CAPACITE_FOSSE","PREHENSION","COULEUR","FINITION_PLATEFORME","TRAPPE_COMMERCANT","TYP_AVALOIR","ISOLATION_PHONIQUE","NUMERO_POLE_NANTESMETROPOLE","NOM_POLE_NANTESMETROPOLE","COD_COM","COMMUNE","location"
"TS5101","ts_ent","Vieux Malakoff","13","Rue du Cher","Cher","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2155804060097 , -1.53474727703304]"
"TS5102","ts_ent","Vieux Malakoff","13","Rue du Cher","Cher","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2155964700835 , -1.53476055477957]"
"TS5103","ts_ent","Vieux Malakoff","13","Rue du Cher","Cher","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2156182969322 , -1.53466369344574]"
"TS5104","ts_ent","Vieux Malakoff","13","Rue du Cher","Cher","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2156333316406 , -1.53467689671584]"
"TS5105","ts_ent","Lauriers","3","rue de la drome","drome","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2047893005316 , -1.60213270968481]"
"TS5106","ts_ent","Lauriers","3","rue de la drome","drome","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.204807367023 , -1.60211738259801]"
"TS5107","ts_ent","Lauriers","12","rue de la Saone","saone","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2046750189 , -1.60284961038401]"
"TS5108","ts_ent","Lauriers","8","rue de la Saone","saone","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2044420568353 , -1.60305354076017]"
"TS5109","ts_ent","Lauriers","4","rue de la Saone","saone","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2041411069162 , -1.60325397971054]"
"TS5110","ts_ent","Lauriers","8","rue de l'Isère","isere","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2029236904828 , -1.60339756210349]"
"TS5111","ts_ent","Lauriers","8","rue de l'Isère","isere","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2029076824754 , -1.60341303974279]"
"TS5112","ts_ent","Lauriers","8","rue de l'Isère","isere","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2028982154002 , -1.60338811628723]"
"TS5113","ts_ent","Lauriers","3","rue de l'Isère","isere","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2025950112327 , -1.60256783922237]"
"TS5114","ts_ent","Lauriers","3","rue de l'Isère","isere","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2025778191154 , -1.60258777234454]"
"TS5115","ts_ent","Lauriers","17","rue du Rhone","rhone","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2034721174207 , -1.60344398383291]"
"TS5116","ts_ent","Lauriers","29","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.209091489477 , -1.60547948694116]"
"TS5117","ts_ent","Lauriers","27","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2087712246348 , -1.60576179575438]"
"TS5118","ts_ent","Lauriers","21","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2084427244557 , -1.60604349466162]"
"TS5119","ts_ent","Lauriers","17","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2080620294369 , -1.60637283209848]"
"TS5120","ts_ent","Lauriers","13","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2077660524214 , -1.60630711468371]"
"TS5121","ts_ent","Lauriers","3","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.2071534690363 , -1.60683893570763]"
"TS5122","ts_ent","Lauriers","9","rue Lucien Aubert","Aubert","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour","0","8","Nantes-Ouest","440109","Nantes","[ 47.207462362357 , -1.60655731820476]"
"TS5123","ts_ent","Vieux Malakoff","10","rue de l'Indre","Indre","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2140090252547 , -1.53661598771824]"
"TS5124","ts_ent","Vieux Malakoff","10","rue de l'Indre","Indre","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2140088588803 , -1.53659023051164]"
"TS5126","ts_ent","Vieux Malakoff","6","rue de l'Indre","Indre","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2139953440133 , -1.53619398857976]"
"TS5127","ts_ent","Vieux Malakoff","6","rue de l'Indre","Indre","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2139951775447 , -1.53616823138103]"
"TS5128","ts_ent","Bout des Pavés-Chêne des Angla","1","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2587603922968 , -1.57428961452404]"
"TS5129","ts_ent","Bout des Pavés-Chêne des Angla","7","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2587491135434 , -1.5738613566213]"
"TS5130","ts_ent","Bout des Pavés-Chêne des Angla","9","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2585273260003 , -1.57300694869096]"
"TS5131","ts_ent","Bout des Pavés-Chêne des Angla","15","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2586452873082 , -1.5723274380297]"
"TS5132","ts_ent","Bout des Pavés-Chêne des Angla","17","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2589602405518 , -1.57219888827186]"
"TS5133","ts_ent","Bout des Pavés-Chêne des Angla","25","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2595272923312 , -1.57218273995751]"
"TS5134","ts_ent","Bout des Pavés-Chêne des Angla","31","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2599107125529 , -1.57216529440395]"
"TS5135","ts_ent","Bout des Pavés-Chêne des Angla","35","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2602178918965 , -1.572022530617]"
"TS5136","ts_ent","Bout des Pavés-Chêne des Angla","41","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.260522364141 , -1.57168554905675]"
"TS5137","ts_ent","Bout des Pavés-Chêne des Angla","43","rue Jacques Cartier","Cartier","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","6","Erdre et Cens","440109","Nantes","[ 47.2608994689879 , -1.57112347370631]"
"TS5138","ts_ent","St Jacques - Pirmil","6","Avenue Laurent Bonnevay","Bonnevay","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1944093567651 , -1.54131403496931]"
"TS5139","ts_ent","St Jacques - Pirmil","6","Avenue Laurent Bonnevay","Bonnevay","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1944310244735 , -1.54131409083751]"
"TS5140","ts_ent","St Jacques - Pirmil","2","Avenue Laurent Bonnevay","Bonnevay","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1948318025214 , -1.54071940543657]"
"TS5141","ts_ent","St Jacques - Pirmil","2","Avenue Laurent Bonnevay","Bonnevay","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1948524916698 , -1.54071787629716]"
"TS5142","ts_ent","St Jacques - Pirmil","10","Rue Gabriel Goudy","Goudy","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1954305693618 , -1.5408339312886]"
"TS5143","ts_ent","St Jacques - Pirmil","10","Rue Gabriel Goudy","Goudy","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1954483866479 , -1.54085641657249]"
"TS5144","ts_ent","St Jacques - Pirmil","6","Rue Gabriel Goudy","Goudy","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1958452328237 , -1.54129846224335]"
"TS5145","ts_ent","St Jacques - Pirmil","6","Rue Gabriel Goudy","Goudy","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1958590341678 , -1.54131762908727]"
"TS5146","ts_ent","St Jacques - Pirmil","6","Rue Gabriel Goudy","Goudy","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1958728863344 , -1.541335285709]"
"TS5147","ts_ent","St Jacques - Pirmil","3","Rue Henri Sellier","Sellier","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1955408436578 , -1.54237096364146]"
"TS5148","ts_ent","St Jacques - Pirmil","3","Rue Henri Sellier","Sellier","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1955257589178 , -1.54235927315056]"
"TS5149","ts_ent","St Jacques - Pirmil","1","Rue Paul Théry","Théry","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1950218303199 , -1.53829126810331]"
"TS5150","ts_ent","St Jacques - Pirmil","21","Rue Gabriel Goudy","Goudy","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1943467187568 , -1.53894331831843]"
"TS5151","ts_ent","St Jacques - Pirmil","21","Rue Gabriel Goudy","Goudy","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1943361575232 , -1.53891984564027]"
"TS5152","ts_ent","St Jacques - Pirmil","21","Rue Gabriel Goudy","Goudy","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1943245161139 , -1.53889780863444]"
"TS5153","ts_ent","Gde Grèneraie - Clos toreau","2","Rue d'Ascain","Ascain","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1952602174766 , -1.52639725079771]"
"TS5154","ts_ent","Gde Grèneraie - Clos toreau","2","Rue d'Ascain","Ascain","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1952600488008 , -1.52637150261746]"
"TS5162","ts_ent","Malakoff","9","rue de Chypre","Chypre","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2154524036054 , -1.525181800775]"
"TS5163","ts_ent","Malakoff","9","rue de Chypre","Chypre","5.0","5.0","kinshofer","gris RAL 9007","tôle larmée","0","tambour_80l","0","9","Nantes-Loire","440109","Nantes","[ 47.2154636084909 , -1.52515534917176]"
"TS5164","ts_ent","Gde Grèneraie - Clos toreau","1","rue d'Hendaye","hendaye","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1956296046171 , -1.52762896832941]"
"TS5165","ts_ent","Gde Grèneraie - Clos toreau","1","rue d'Hendaye","hendaye","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1955031599837 , -1.52755322894755]"
"TS5166","ts_ent","Gde Grèneraie - Clos toreau","1","rue d'Hendaye","hendaye","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1956355618768 , -1.52760517607883]"
"TS5167","ts_ent","Gde Grèneraie - Clos toreau","1","rue d'Hendaye","hendaye","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.195509066583 , -1.52753094697966]"
"TS5168","ts_ent","Gde Grèneraie - Clos toreau","3","rue d'Hendaye","hendaye","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1957935792904 , -1.52772407036962]"
"TS5169","ts_ent","Gde Grèneraie - Clos toreau","3","rue d'Hendaye","hendaye","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1958005659539 , -1.52770035237097]"
"TS5170","ts_ent","Gde Grèneraie - Clos toreau","4","rue d'Hendaye","hendaye","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1959116010664 , -1.52792788421059]"
"TS5171","ts_ent","Gde Grèneraie - Clos toreau","4","rue d'Hendaye","hendaye","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1959056943909 , -1.5279501663023]"
"TS5172","ts_ent","Gde Grèneraie - Clos toreau","4","rue d'Hendaye","hendaye","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1959331674811 , -1.52793095515217]"
"TS5173","ts_ent","Gde Grèneraie - Clos toreau","1","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1963283127635 , -1.52953244178169]"
"TS5174","ts_ent","Gde Grèneraie - Clos toreau","1","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1963482257354 , -1.52952328263993]"
"TS5175","ts_ent","Gde Grèneraie - Clos toreau","3","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1960515391618 , -1.52966232800322]"
"TS5176","ts_ent","Gde Grèneraie - Clos toreau","3","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1960558753065 , -1.52968686373784]"
"TS5177","ts_ent","Gde Grèneraie - Clos toreau","5","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1958388752799 , -1.52975748221524]"
"TS5178","ts_ent","Gde Grèneraie - Clos toreau","5","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1958442407876 , -1.52978209221442]"
"TS5179","ts_ent","Gde Grèneraie - Clos toreau","7","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1954364110642 , -1.52948164762991]"
"TS5180","ts_ent","Gde Grèneraie - Clos toreau","7","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1954423180358 , -1.52945936590272]"
"TS5181","ts_ent","Gde Grèneraie - Clos toreau","9","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1950620248978 , -1.5292608308418]"
"TS5182","ts_ent","Gde Grèneraie - Clos toreau","9","rue de Biarritz","biarritz","5.0","5.0","kinshofer","vert_nantais","tôle larmée","0","tambour","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.195067779825 , -1.52924307990858]"
"TS5185","ts_ent","Dervallières - Chézine","25","Rue Louis le Nain","Nain","0.0","0.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2259886601609 , -1.59896997392753]"
"TS5186","ts_ent","Dervallières - Chézine","8","Rue Louis le Nain","Nain","0.0","0.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2271175497606 , -1.59869853090687]"
"TS5187","ts_ent","Dervallières - Chézine","5","Rue Louis le Nain","Nain","0.0","0.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2273815327728 , -1.59855282661124]"
"TS5188","ts_ent","Dervallières - Chézine","31","Rue Louis le Nain","Nain","0.0","0.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2255967499735 , -1.59814738973523]"
"TS5197","ts_ent","Dervallières - Chézine","15","Rue Jean Marc Nattier","Nattier","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.225418127506 , -1.590311835444]"
"TS5198","ts_ent","Dervallières - Chézine","7","Rue Jean Marc Nattier","Nattier","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2250793211712 , -1.58962501031564]"
"TS5199","ts_ent","Dervallières - Chézine","3","Rue Jean Marc Nattier","Nattier","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2248913108918 , -1.58923706475083]"
"TS5200","ts_ent","Dervallières - Chézine","20","Rue Ernest Meissonnier","Meissonnier","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2243121059919 , -1.58939754874893]"
"TS5201","ts_ent","Dervallières - Chézine","20","Rue Ernest Meissonnier","Meissonnier","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2243216274855 , -1.58942096877908]"
"TS5202","ts_ent","Dervallières - Chézine","14","Rue Ernest Meissonnier","Meissonnier","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2240085057641 , -1.58973730017062]"
"TS5209","ts_ent","Dervallières - Chézine","0","Rue Auguste Lepère","Lepère","5.0","5.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2276088032832 , -1.59863619523978]"
"TS5203","ts_ent","Dervallières - Chézine","8","Rue Ernest Meissonnier","Meissonnier","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2240467463485 , -1.59012939829511]"
"TS5204","ts_ent","Dervallières - Chézine","6","Rue Ernest Meissonnier","Meissonnier","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.223963368527 , -1.59082006658036]"
"TS5205","ts_ent","Dervallières - Chézine","6","Rue Ernest Meissonnier","Meissonnier","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2239739705414 , -1.5908420512831]"
"TS5206","ts_ent","Dervallières - Chézine","8","Rue Nicolas Lancret","Lancret","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2231755655689 , -1.59113638508996]"
"TS5207","ts_ent","Dervallières - Chézine","3","Rue Nicolas Lancret","Lancret","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2227025793583 , -1.59178329172087]"
"TS5208","ts_ent","Dervallières - Chézine","3","Rue Nicolas Lancret","Lancret","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","tambour_80l","0","8","Nantes-Ouest","440109","Nantes","[ 47.2227141590391 , -1.59180686260324]"
"TS5210","ts_ent","Dervallières - Chézine","7","Rue Louis le Nain","Nain","5.0","5.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2267610539747 , -1.59919644686488]"
"TS5211","ts_ent","Dervallières - Chézine","12","Rue Louis le Nain","Nain","5.0","5.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.226687460659 , -1.5991455884886]"
"TS5212","ts_ent","Dervallières - Chézine","10","Rue Louis le Nain","Nain","5.0","5.0","","","","0","","0","8","Nantes-Ouest","440109","Nantes","[ 47.2270189832495 , -1.59880489525567]"
"TS5214","ts_ent","Gde Grèneraie - Clos toreau","10","Rue Emilienne Leroux","Leroux","5.0","5.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1962102489588 , -1.53142084796605]"
"TS5215","ts_ent","Gde Grèneraie - Clos toreau","10","Rue Emilienne Leroux","Leroux","5.0","5.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1962001226906 , -1.5314458527506]"
"TS5216","ts_ent","Gde Grèneraie - Clos toreau","8","Rue Emilienne Leroux","Leroux","5.0","5.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1967597444686 , -1.5322962462785]"
"TS5217","ts_ent","Gde Grèneraie - Clos toreau","8","Rue Emilienne Leroux","Leroux","5.0","5.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1967578225921 , -1.53226128695717]"
"TS5218","ts_ent","Gde Grèneraie - Clos toreau","8","Rue Emilienne Leroux","Leroux","5.0","5.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1967556978787 , -1.53223236870086]"
"TS5221","ts_ent","Gde Grèneraie - Clos toreau","4","Rue Emilienne Leroux","Leroux","0.0","0.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1968757643933 , -1.53283602322277]"
"TS5222","ts_ent","Decré - Cathédrale","0","Allée de la Tremperie","Tremperie","5.0","5.0","kinshofer","","","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2144100983114 , -1.55372336489783]"
"TS5223","ts_ent","Decré - Cathédrale","0","Allée de la Tremperie","Tremperie","5.0","5.0","kinshofer","","","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2144150825686 , -1.55369798156453]"
"TS5224","ts_ent","Decré - Cathédrale","0","Allée de la Tremperie","Tremperie","5.0","5.0","kinshofer","","","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2144210961825 , -1.55367267304966]"
"TS5225","ts_ent","Decré - Cathédrale","0","Allée du Port Maillard","Maillard","5.0","5.0","kinshofer","","","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2148163830644 , -1.55183559185543]"
"TS5226","ts_ent","Decré - Cathédrale","0","Allée du Port Maillard","Maillard","5.0","5.0","kinshofer","","","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2148213669064 , -1.55181020815499]"
"TS5227","ts_ent","Decré - Cathédrale","0","Allée du Port Maillard","Maillard","5.0","5.0","kinshofer","","","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2148263507429 , -1.55178482444983]"
"TS5228","ts_ent","Decré - Cathédrale","0","Allée du Port Maillard","Maillard","5.0","5.0","kinshofer","","","0","","0","9","Nantes-Loire","440109","Nantes","[ 47.2148322620107 , -1.55176253704007]"
"TS5229","ts_ent","Gde Grèneraie - Clos toreau","119","Rue Bonne Garde","Garde","5.0","5.0","","","","0","","0","2","Loire, Sèvre et Vignoble","440109","Nantes","[ 47.1968187649531 , -1.53382655699749]"
"TS5230","ts_ent","Dervallières - Chézine","44","Rue Georges de la Tour","Tour","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2253448212357 , -1.59951187754468]"
"TS5231","ts_ent","Dervallières - Chézine","44","Rue Georges de la Tour","Tour","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2253398269124 , -1.59953726178776]"
"TS5232","ts_ent","Dervallières - Chézine","30","Rue Georges de la Tour","Tour","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2252136251716 , -1.60078525806129]"
"TS5233","ts_ent","Dervallières - Chézine","30","Rue Georges de la Tour","Tour","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2251997278677 , -1.60079938338338]"
"TS5234","ts_ent","Dervallières - Chézine","4","Rue Claude Lorrain","Lorrain","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2243951962788 , -1.60287298177548]"
"TS5235","ts_ent","Dervallières - Chézine","4","Rue Claude Lorrain","Lorrain","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2243812987173 , -1.60288710634277]"
"TS5236","ts_ent","Dervallières - Chézine","4","Rue Claude Lorrain","Lorrain","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2243908690894 , -1.60290901772968]"
"TS5237","ts_ent","Dervallières - Chézine","4","Rue Claude Lorrain","Lorrain","5.0","5.0","kinshofer","gris RAL 9007","tôle","0","Trappe","0","8","Nantes-Ouest","440109","Nantes","[ 47.2244057959785 , -1.60289496894564]"
