"_ID","LIEU_DISTRIBUTION","TYPE_LIEU","NUMERO","ADRESSE","QUARTIER","QUARTIER_CIBLE","TYPE_DISTRIBUTION","RDV1","HDEBUT1","HFIN1","RDV2","HDEBUT2","HFIN2","RDV3","HDEBUT3","HFIN3","RDV4","HDEBUT4","HFIN4","OBSERVATIONS","CODE_POSTAL","COMMUNE","location"
"59","Maison de l'Environnement Ecopole","Autre","17","Rue de Bouillé","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2260056758354 , -1.55606908795771]"
"116","Pôle Municipal Strasbourg, Manufacture des tabacs","Service municipal","11","Boulevard de Stalingrad","Malakoff - Saint-Donatien","Saint-Donatien","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.219327316701 , -1.53597100189593]"
"110","Casino","Commerce","103","Rue Général Buat","Malakoff - Saint-Donatien","Saint-Donatien","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2269310946374 , -1.54266531264632]"
"7","Pôle de proximité Nantes Ouest","Pôle de proximité","","Place de la Liberté","Bellevue - Chantenay - Sainte Anne","Bellevue - Chantenay","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.2063988575343 , -1.58837747268542]"
"1","Café la butte","Commerce","2","Rue des Garennes","Bellevue - Chantenay - Sainte Anne","Bellevue - Chantenay","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.2021494514881 , -1.57888269715684]"
"16","Mairie Annexe Dervallières","Mairie annexe","1","Place des Dervallières","Dervallières - Zola","Breil - Dervallières","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.2233810693424 , -1.59718468248522]"
"83","Mairie Annexe Malakoff","Mairie annexe","5","Boulevard de Berlin","Malakoff - Saint-Donatien","Malakoff/Nantes Sud","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.214797092378 , -1.53044715448205]"
"77","Mairie Annexe Ile de Nantes","Mairie annexe","2","Rue René Viviani","Ile de Nantes","Ile de Nantes","PDIS","","","","","","","","","","","","","","44200","Nantes","[ 47.2064887575653 , -1.53805695280743]"
"97","Carrefour City","Commerce","14","Rue Guillaume Grootaers","Breil - Barberie","Nantes Nord/Barberie","PDIS","","","","","","","","","","","","","","44300","Nantes","[ 47.2388742571698 , -1.58500254760103]"
"60","Carrefour Market","Commerce","","Rond Point de Vannes","Breil - Barberie","Hauts pavés/Saint Félix","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.229628182866 , -1.57279493776477]"
"111","Super U","Commerce","66","Boulevard Ernest Dalby","Malakoff - Saint-Donatien","Saint-Donatien","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2237968372807 , -1.53051590692239]"
"82","Nantes Habitat Agence Angleterre","Organisme HLM","5","Boulevard de Berlin","Malakoff - Saint-Donatien","Malakoff/Nantes Sud","PDIS","","","","","","","","","","","","","","44000","Nantes","[ 47.2148979290296 , -1.53067100557785]"
"74","Spar","Commerce","1","Boulevard de la Prairie au Duc","Ile de Nantes","Ile de Nantes","PDIS","","","","","","","","","","","","","","44200","Nantes","[ 47.2050820696464 , -1.55787114812441]"
"75","Boulangerie Pain de Sophie","Commerce","10","Boulevard Babin Chevaye","Ile de Nantes","Ile de Nantes","PDIS","","","","","","","","","","","","","","44200","Nantes","[ 47.2060001238051 , -1.54910705816115]"
"13","Carrefour City","Commerce","52","Boulevard Pierre de Coubertin","Breil - Barberie","Breil - Dervallières","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.2282171425353 , -1.58675128841355]"
"14","Nantes Habitat Agence Feyder","Organisme HLM","6","Rue Jacques Feyder","Breil - Barberie","Breil - Dervallières","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.2300901812523 , -1.58565548755988]"
"15","Nantes Habitat Agence Watteau","Organisme HLM","20","Rue Antoine Watteau","Dervallières - Zola","Breil - Dervallières","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.222574134576 , -1.60102274099936]"
"2","Epicerie Aux 4 saisons","Commerce","36","Boulevard Winston Churchill","Bellevue - Chantenay - Sainte Anne","Bellevue - Chantenay","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.2083771057784 , -1.61118585622081]"
"3","Bar Tabac l'Hebdo","Commerce","91","Quai de la Fosse","Dervallières - Zola","Bellevue - Chantenay","PDIS","","","","","","","","","","","","","","44100","Nantes","[ 47.2081780689394 , -1.57036210485663]"
"73","Marché de Talensac","Marché","","Rue de Talensac","Hauts Pavés - Saint Félix","Hauts pavés/Saint Félix","vente_distrib_auto","","","","","","","","","","","","","","44000","Nantes","[ 47.2209513930215 , -1.55717213803952]"
"56","Leclerc Paridis","Commerce","","Rue du Perray","Doulon - Bottière","Erdre/Bottière/Ranzay/Perray","Vente","","","","","","","","","","","","","","44300","Nantes","[ 47.2494038393733 , -1.5158327811377]"
"44","Mairie annexe Chantenay","Mairie annexe","1","Place de la Liberté","Bellevue - Chantenay - Sainte Anne","Bellevue - Chantenay","vente_distrib_auto","","","","","","","","","","","","","","44100","Nantes","[ 47.2067921189674 , -1.58852593613262]"
"57","Piscine Jules Verne","Autre","41","Rue Jules Grandjouan","Doulon - Bottière","Erdre/Bottière/Ranzay/Perray","vente_distrib_auto","","","","","","","","","","","","","","44300","Nantes","[ 47.2482207763996 , -1.51760995390533]"
