"ID_COLONNE","TYPE_DECHETS","VOLUME","OBS","PREHENSION","VOIE","MOT_DIRECTEUR","CODE_COM","CODE_POSTAL","COMMUNE","QUARTIER","POLE_NM","location"
"1","verre","0.0",""," ","Avenue de la Morlière","Morlière","440114","44700","Orvault","Cholière/Bigeottière/Salentine","Erdre et Cens","[ 47.2478833296587 , -1.60224494264161]"
"2","verre","0.0",""," ","Rue de Kindia","Kindia","440114","44700","Orvault","Petit-Chantilly/Bignon/Morlière","Erdre et Cens","[ 47.2523915318198 , -1.59520375370315]"
"3","verre","0.0",""," ","Rue de Kindia","Kindia","440114","44700","Orvault","Petit-Chantilly/Bignon/Morlière","Erdre et Cens","[ 47.2523864380974 , -1.59517155245601]"
"4","verre","0.0","Parking Salle du Parc La Gobinière"," ","Avenue de la Ferrière","Ferrière","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2485135861187 , -1.5858411548586]"
"5","verre","0.0",""," ","Rue du Taillis","Taillis","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2488923396082 , -1.58016174608851]"
"6","verre","0.0",""," ","Avenue de la Patouillerie","Patouillerie","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2461024760777 , -1.57984683026861]"
"7","verre","0.0",""," ","Rue des Hortensias","Hortensias","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2475102541166 , -1.58281555190989]"
"8","verre","0.0",""," ","Avenue de la Ferrière","Ferrière","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2462398788172 , -1.58934163473685]"
"9","verre","0.0",""," ","Avenue de la Ferrière","Ferrière","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2462237699676 , -1.58936015231899]"
"10","verre","0.0",""," ","Avenue Robert Chasteland","Chasteland","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2430813146624 , -1.58773241376571]"
"11","verre","0.0",""," ","Avenue de la Vilaine","Vilaine","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2420009041405 , -1.59040032070823]"
"12","verre","0.0",""," ","Avenue de l'Ille","Ille","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2405704467979 , -1.59019530512187]"
"13","verre","0.0",""," ","Avenue du Bois Raguenet","Bois","440114","44700","Orvault","Bois-Raguenet/Petit-Moulin/Conraie","Erdre et Cens","[ 47.2717751273906 , -1.59288905700416]"
"14","verre","0.0",""," ","Chemin des Matines","Matines","440114","44700","Orvault","Bois-Raguenet/Petit-Moulin/Conraie","Erdre et Cens","[ 47.2683423641092 , -1.599357244601]"
"15","verre","0.0",""," ","Avenue du Bois Raguenet","Bois","440114","44700","Orvault","Bois-Raguenet/Petit-Moulin/Conraie","Erdre et Cens","[ 47.2666257111217 , -1.59877002049695]"
"16","verre","0.0",""," ","Avenue Alexandre Goupil","Goupil","440114","44700","Orvault","Petit-Chantilly/Bignon/Morlière","Erdre et Cens","[ 47.2541559476678 , -1.59932256482741]"
"17","verre","4.8",""," ","Rue Alberto Giacometti","Giacometti","440114","44700","Orvault","Praudière/Mulonnière/Pont-du-Cens","Erdre et Cens","[ 47.2530646741154 , -1.57717096286438]"
"18","verre","0.0","Salle l'Odyssée"," ","Route de Basse Indre","Basse","440114","44700","Orvault","Bourg/Secteur rural","Erdre et Cens","[ 47.2615322784629 , -1.62256351137945]"
"19","verre","0.0",""," ","Rue de la Botte d'Asperges","Botte","440114","44700","Orvault","Bois-St-Louis/Plaisance/Ferrière/Val d'Or","Erdre et Cens","[ 47.2442207495442 , -1.59784141799704]"
"20","verre","0.0","Piscine Roger Picaud"," ","Avenue Claude Antoine Peccot","Peccot","440114","44700","Orvault","Cholière/Bigeottière/Salentine","Erdre et Cens","[ 47.252397295499 , -1.61161925203673]"
"21","verre","0.0",""," ","Rue de Chantemerle","Chantemerle","440114","44700","Orvault","Praudière/Mulonnière/Pont-du-Cens","Erdre et Cens","[ 47.2579985768593 , -1.58909236645949]"
"22","verre","0.0",""," ","Route de la Hubonnière","Hubonnière","440194","44880","Sautron","","Erdre et Cens","[ 47.2602756444828 , -1.65447849558093]"
"23","verre","0.0",""," ","Rue de la Charmille","Charmille","440194","44880","Sautron","","Erdre et Cens","[ 47.2582207238309 , -1.66268163016757]"
"24","verre","0.0",""," ","Rue des Noues","Noues","440194","44880","Sautron","","Erdre et Cens","[ 47.2548849592392 , -1.66412520968516]"
"25","verre","0.0",""," ","Rue de la Pépinière","Pépinière","440194","44880","Sautron","","Erdre et Cens","[ 47.2624518431824 , -1.65856709555709]"
"26","verre","0.0",""," ","Rue du Cens","Cens","440194","44880","Sautron","","Erdre et Cens","[ 47.2622368423396 , -1.66569242287157]"
"27","verre","0.0",""," ","Rue du Verger","Verger","440194","44880","Sautron","","Erdre et Cens","[ 47.2580844879933 , -1.66895739576741]"
"28","verre","0.0",""," ","Rue des Genêts","Genêts","440194","44880","Sautron","","Erdre et Cens","[ 47.2573902084166 , -1.67052574972664]"
"29","verre","0.0",""," ","Rue du Vigneau","Vigneau","440194","44880","Sautron","","Erdre et Cens","[ 47.2606621642742 , -1.67270365476406]"
"30","verre","0.0",""," ","Rue de Plaisance","Plaisance","440194","44880","Sautron","","Erdre et Cens","[ 47.2581726686685 , -1.68276835303666]"
"31","verre","0.0",""," ","Rue des Bauches","Bauches","440194","44880","Sautron","","Erdre et Cens","[ 47.259743248048 , -1.68122957991872]"
"32","verre","0.0",""," ","Allée du Bois","Bois","440194","44880","Sautron","","Erdre et Cens","[ 47.2652866239688 , -1.68464325108691]"
"33","verre","0.0",""," ","Rue de la Ferme","Ferme","440194","44880","Sautron","","Erdre et Cens","[ 47.2651092648107 , -1.67942549300818]"
"34","verre","0.0",""," ","Place de la Gendarmerie","Gendarmerie","440194","44880","Sautron","","Erdre et Cens","[ 47.2630099462314 , -1.67290848959336]"
"35","verre","0.0",""," ","Rue de la Vallée","Vallée","440194","44880","Sautron","","Erdre et Cens","[ 47.2680865875305 , -1.6708149529626]"
"36","verre","0.0",""," ","Rue de Bellevue","Bellevue","440194","44880","Sautron","","Erdre et Cens","[ 47.2697961010145 , -1.67943337525036]"
"37","verre","0.0",""," ","Route de Bongarant","Bongarant","440194","44880","Sautron","","Erdre et Cens","[ 47.2740916933505 , -1.6984045176973]"
"38","verre","0.0",""," ","Rue des Puisatiers","Puisatiers","440194","44880","Sautron","","Erdre et Cens","[ 47.253804645476 , -1.65721332823931]"
"39","verre","0.0","parking gare routière près RD 723"," ","Rue de la Métairie","Métairie","440094","44470","Mauves-sur-Loire","","Erdre et Loire","[ 47.2998224423253 , -1.39866635723164]"
"40","verre","0.0",""," ","Rue de la Plage","Plage","440094","44470","Mauves-sur-Loire","","Erdre et Loire","[ 47.2942606808655 , -1.38836853204836]"
"41","verre","0.0",""," ","Chemin de la Piletière","Piletière","440094","44470","Mauves-sur-Loire","","Erdre et Loire","[ 47.3046282711277 , -1.38201528384119]"
"42","verre","0.0","La Rouaudière"," ","CR 12","12","440094","44470","Mauves-sur-Loire","","Erdre et Loire","[ 47.3297370126139 , -1.42008625558373]"
"43","verre","0.0",""," ","Rue de Thouaré","Thouaré","440094","44470","Mauves-sur-Loire","","Erdre et Loire","[ 47.2934054707496 , -1.39389273169938]"
"44","verre","0.0",""," ","Rue du Cellier","Cellier","440094","44470","Mauves-sur-Loire","","Erdre et Loire","[ 47.2966581958242 , -1.39278821820075]"
"45","verre","4.0",""," ","Rue de la Maurienne","Maurienne","440204","44470","Thouaré-sur-Loire","","Erdre et Loire","[ 47.2755406509781 , -1.43865330614126]"
"46","verre","0.0",""," ","Rue du Raffuneau","Raffuneau","440114","44700","Orvault","Bourg/Secteur rural","Erdre et Cens","[ 47.2734980124805 , -1.62431690789563]"
"47","verre","2.5","Parking magasin Mr Bricolage"," ","Rue de Kerguelen","Kerguelen","440009","44115","Basse-Goulaine","","Loire, Sèvre et Vignoble","[ 47.1866306934323 , -1.46984837018584]"
"48","verre","4.0",""," ","Rue Pasteur","Pasteur","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1856131930263 , -1.5838263420678]"
"49","verre","4.0","OK"," ","Rue Célestin Freinet","Freinet","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1828149958969 , -1.58930042181342]"
"50","verre","4.0","OK"," ","Place de l'Eglise","Eglise","440101","44620","La Montagne","","Sud-Ouest","[ 47.1902382933623 , -1.68336396016483]"
"51","verre","0.0",""," ","Chemin de la Savaudière","Savaudière","440026","44470","Carquefou","","Erdre et Loire","[ 47.292031807203 , -1.50157556338012]"
"52","verre","4.0",""," ","Rue de la Blançonnerie","Blançonnerie","440204","44470","Thouaré-sur-Loire","","Erdre et Loire","[ 47.2678077553668 , -1.44072059790302]"
"53","verre","0.0",""," ","Route de Thouaré","Thouaré","440172","44980","Ste-Luce-sur-Loire","","Erdre et Loire","[ 47.2579698553512 , -1.45906886682176]"
"54","verre","0.0",""," ","Rue de l'Omnibus","Omnibus","440114","44700","Orvault","Bourg/Secteur rural","Erdre et Cens","[ 47.2721043607485 , -1.6149440124168]"
"55","verre","5.0",""," ","Rue Louis Malle","Malle","440009","44115","Basse-Goulaine","","Loire, Sèvre et Vignoble","[ 47.2065084532304 , -1.47127417462955]"
"56","verre","5.0","Centre de la Grillonais"," ","Rue de la Croix des Fosses","Croix","440009","44115","Basse-Goulaine","","Loire, Sèvre et Vignoble","[ 47.2133122655752 , -1.46749692891705]"
"57","verre","4.5",""," ","Rue des Haussières","Haussières","440198","44840","Les Sorinières","Centre-Est","Loire, Sèvre et Vignoble","[ 47.145372663378 , -1.51583848301717]"
"58","verre","4.0",""," ","Rue Auguste Garnier","Garnier","440215","44120","Vertou","Le Chêne et les Landes","Loire, Sèvre et Vignoble","[ 47.1595284651808 , -1.48177682288192]"
"59","verre","4.0",""," ","Place de la Poste","Poste","440215","44120","Vertou","Beautour","Loire, Sèvre et Vignoble","[ 47.184163857158 , -1.50499860326887]"
"60","verre","0.0",""," ","Route du Mortier Vannerie","Mortier","440215","44120","Vertou","Clouzeaux - Planty","Loire, Sèvre et Vignoble","[ 47.1809297583592 , -1.49800598261178]"
"61","verre","3.0",""," ","Rue des Becques","Becques","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2077560874939 , -1.5089058277673]"
"62","verre","4.5",""," ","Avenue Jules Verne","Verne","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2113875875821 , -1.48690343975053]"
"63","verre","0.0","Stade des Gripots"," ","Rue des Plantes","Plantes","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1946472208326 , -1.48471480347324]"
"64","verre","3.0",""," ","Rue des Harengs","Harengs","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2021950827341 , -1.5188898135862]"
"65","verre","4.5","Placette angle Martellière"," ","Rue de la Libération","Libération","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1997754795774 , -1.52027346150552]"
"66","verre","3.0","Placette angle Martellière"," ","Rue de la Libération","Libération","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1997735035109 , -1.52024001100798]"
"67","verre","2.5","Déchèterie"," ","Rue Pierre Legendre","Legendre","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1582862417838 , -1.53336151612141]"
"68","verre","2.5","Déchèterie"," ","Rue Pierre Legendre","Legendre","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1582810441054 , -1.53336265344563]"
"69","verre","2.5","Déchèterie"," ","Rue Pierre Legendre","Legendre","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1582748170354 , -1.53336371639858]"
"70","verre","2.5","Déchèterie"," ","Rue Pierre Legendre","Legendre","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.158269619357 , -1.53336485372236]"
"71","papiercarton","2.5","Déchèterie"," ","Rue Pierre Legendre","Legendre","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.15812042327 , -1.53338281864002]"
"72","papiercarton","2.5","Déchèterie"," ","Rue Pierre Legendre","Legendre","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1581255702286 , -1.53338319049603]"
"73","papiercarton","2.5","Déchèterie"," ","Rue Pierre Legendre","Legendre","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1581307679074 , -1.53338205317709]"
"74","papiercarton","2.5","Déchèterie"," ","Rue Pierre Legendre","Legendre","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1581390537613 , -1.5333811389715]"
"75","verre","2.5","Stade de la Robinière"," ","Rue de la Robinière","Robinière","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1643193247052 , -1.53220575037978]"
"76","verre","2.5",""," ","Rue de la Blordière","Blordière","440143","44400","Rezé","Blordière","Loire, Sèvre et Vignoble","[ 47.1791491557825 , -1.53154287647625]"
"77","verre","2.5",""," ","Rue de la Bataillerie","Bataillerie","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1725108378052 , -1.53520361078916]"
"78","verre","2.0",""," ","Rue Olympe de Gouges","Gouges","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1673182426053 , -1.54731285588231]"
"79","verre","3.5",""," ","Rue Paul Henri Spaak","Spaak","440143","44400","Rezé","Ragon","Loire, Sèvre et Vignoble","[ 47.1666624327253 , -1.5548186783652]"
"80","verre","2.5","Centre technique Rezé"," ","Avenue Willy Brandt","Brandt","440143","44400","Rezé","La Houssais","Loire, Sèvre et Vignoble","[ 47.1701738349636 , -1.56114026912866]"
"81","verre","2.5",""," ","Rue Jean Baptiste Vigier","Vigier","440143","44400","Rezé","Pont Rousseau","Loire, Sèvre et Vignoble","[ 47.1865771531178 , -1.53776178969518]"
"82","verre","0.0",""," ","Chaussée de la Madeleine","Madeleine","440109","44000","Nantes","Centre Ville","Nantes-Loire","[ 47.2118069679467 , -1.55233779696505]"
"83","verre","2.5",""," ","Allée Georges Bénezet","Bénezet","440143","44400","Rezé","Hôtel de Ville","Loire, Sèvre et Vignoble","[ 47.1866428168384 , -1.56745403176559]"
"84","verre","3.5",""," ","Rue Abbé Grégoire","Grégoire","440143","44400","Rezé","Trentemoult","Loire, Sèvre et Vignoble","[ 47.1946532556822 , -1.56925697689933]"
"85","verre","2.5",""," ","Allée de Clisson","Clisson","440143","44400","Rezé","Château de Rezé","Loire, Sèvre et Vignoble","[ 47.1851239205842 , -1.56050316739281]"
"86","verre","5.0",""," ","Allée Paul Eluard","Eluard","440143","44400","Rezé","Château de Rezé","Loire, Sèvre et Vignoble","[ 47.1840916113133 , -1.55737207032698]"
"87","verre","4.0",""," ","Place François Mitterrand","Mitterrand","440143","44400","Rezé","Château de Rezé","Loire, Sèvre et Vignoble","[ 47.1844762967129 , -1.55948428820567]"
"88","verre","0.0",""," ","Passage de la Nostrie","Nostrie","440150","44860","St-Aignan-Grandlieu","","Sud-Ouest","[ 47.1438925833964 , -1.63108547653477]"
"89","verre","0.0",""," ","Passage du Champ de Foire","Champ","440150","44860","St-Aignan-Grandlieu","","Sud-Ouest","[ 47.1245170010641 , -1.61920185493801]"
"90","verre","0.0",""," ","Avenue de la Forêt","Forêt","440150","44860","St-Aignan-Grandlieu","","Sud-Ouest","[ 47.1492827720179 , -1.62382450153635]"
"91","verre","4.0","Precision mesure 20 cm"," ","Rue René Mouchotte","Mouchotte","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2003944737083 , -1.54823233424103]"
"92","plastique","5.48","Precision mesure 20 cm"," ","Route de Clisson","Clisson","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1935365353104 , -1.53004079759261]"
"93","papiercarton","4.8","Precision mesure 20 cm"," ","Place Emile Fritsch","Fritsch","440109","44000","Nantes","Hauts Pavés - Saint Félix","Nantes-Ouest","[ 47.2286012893308 , -1.56555005527805]"
"94","verre","5.48","Precision mesure 20 cm"," ","Boulevard Gabriel Lauriol","Lauriol","440109","44300","Nantes","Hauts Pavés - Saint Félix","Nantes-Ouest","[ 47.2365840300738 , -1.56329154006327]"
"95","verre","4.0","Precision mesure 20 cm"," ","Rue Gutenberg","Gutenberg","440109","44100","Nantes","Bellevue - Chantenay - Sainte Anne","Nantes-Ouest","[ 47.2005667761485 , -1.58882351047346]"
"96","papiercarton","3.0","Precision mesure 20 cm"," ","Rue Joseph Blanchart","Blanchart","440109","44100","Nantes","Bellevue - Chantenay - Sainte Anne","Nantes-Ouest","[ 47.2033285076456 , -1.5811720437379]"
"97","papiercarton","4.0","Precision mesure 20 cm"," ","Boulevard Léon Jouhaux","Jouhaux","440109","44100","Nantes","Dervallières - Zola","Nantes-Ouest","[ 47.2098253247607 , -1.58863479366764]"
"98","papiercarton","0.0",""," ","Avenue Junon","Junon","440109","44300","Nantes","Breil - Barberie","Nantes-Ouest","[ 47.2406159862262 , -1.57759506966413]"
"99","verre","0.0",""," ","Rue Chanteclerc","Chanteclerc","440109","44300","Nantes","Breil - Barberie","Nantes-Ouest","[ 47.2357667605805 , -1.5808567623481]"
"100","papiercarton","0.0",""," ","Rue Chanteclerc","Chanteclerc","440109","44300","Nantes","Breil - Barberie","Nantes-Ouest","[ 47.2357584231971 , -1.58085918199117]"
"101","verre","0.0",""," ","Avenue Junon","Junon","440109","44300","Nantes","Breil - Barberie","Nantes-Ouest","[ 47.2406134145236 , -1.57761003360122]"
"102","plastique","0.0",""," ","Avenue Junon","Junon","440109","44300","Nantes","Breil - Barberie","Nantes-Ouest","[ 47.2406108428192 , -1.57762499753688]"
"103","plastique","0.0",""," ","Rue Chanteclerc","Chanteclerc","440109","44300","Nantes","Breil - Barberie","Nantes-Ouest","[ 47.2357491078222 , -1.58086001494206]"
"104","verre","0.0",""," ","Rue du Fresche Blanc","Blanc","440109","44300","Nantes","Nantes Nord","Erdre et Cens","[ 47.2516369703269 , -1.55743301964514]"
"105","verre","0.0","Entrée du Parc de la Bourgonnière"," ","Rue de la Gare","Gare","440162","44800","St-Herblain","Bourg","Loire-Chézine","[ 47.2077545453255 , -1.65922309064133]"
"106","verre","0.0",""," ","Rue Alfred Kastler","Kastler","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2828064893909 , -1.51921075780978]"
"107","papiercarton","0.0",""," ","Rue du Fresche Blanc","Blanc","440109","44300","Nantes","Nantes Nord","Erdre et Cens","[ 47.2515762388098 , -1.5574285977691]"
"108","verre","0.0",""," ","Rue de la Prière","Prière","440109","44100","Nantes","Dervallières - Zola","Nantes-Ouest","[ 47.221944562377 , -1.59664284822485]"
"109","verre","0.0",""," ","Boulevard Luc Olivier Merson","Merson","440109","44000","Nantes","Hauts Pavés - Saint Félix","Nantes-Ouest","[ 47.2238636816923 , -1.57262220614279]"
"110","verre","0.0",""," ","Rue Octave Feuillet","Feuillet","440109","44000","Nantes","Hauts Pavés - Saint Félix","Nantes-Ouest","[ 47.2206183615006 , -1.57344386699677]"
"111","papier-carton","0.0",""," ","Rue de la Patience","Patience","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2615720774894 , -1.52377739784674]"
"112","verre","0.0",""," ","Rue de la Patience","Patience","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2615422258273 , -1.52377524269858]"
"113","verre","3.0",""," ","Rue des Coquelicots","Coquelicots","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1963006027348 , -1.51337856054364]"
"114","verre","4.5",""," ","Place Alfred Radigois","Radigois","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1934593667372 , -1.51768388905825]"
"115","verre","3.0",""," ","Rue des Pétunias","Pétunias","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1944286625664 , -1.51474112076741]"
"116","verre","3.0",""," ","Rue du Bois d'Anjou","Bois","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1916580202375 , -1.51112975525686]"
"117","verre","3.0",""," ","Rue de la Plume","Plume","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1947396583893 , -1.50567281059274]"
"118","verre","3.0",""," ","Rue de la Mutualité","Mutualité","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1905925726341 , -1.50304250381351]"
"119","verre","4.0",""," ","Rue de Morlaix","Morlaix","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2118942081912 , -1.61816026024415]"
"120","Emb. ménager","4.0",""," ","Rue de Charente","Charente","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2134205580385 , -1.61596043739263]"
"121","Emb. ménager","4.0",""," ","Rue de la Mayenne","Mayenne","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2137135675147 , -1.61400567615205]"
"122","Emb. ménager","4.0",""," ","Rue de la Mayenne","Mayenne","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2131324474526 , -1.61250435264726]"
"123","Emb. ménager","4.0",""," ","Rue de Charente","Charente","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2120648425302 , -1.61291322909203]"
"124","Emb. ménager","4.0",""," ","Rue de Bordeaux","Bordeaux","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2108399399515 , -1.61179911075056]"
"125","Emb. ménager","4.0",""," ","Rue de Bordeaux","Bordeaux","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2108484793547 , -1.61182094227346]"
"126","Emb. ménager","4.0",""," ","Rue de la Gironde","Gironde","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2100200230585 , -1.61413437171208]"
"127","Emb. ménager","4.0",""," ","Boulevard Winston Churchill","Churchill","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.206821435964 , -1.61349095250939]"
"128","Emb. ménager","4.0",""," ","Rue de Cahors","Cahors","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2071288550679 , -1.61493859143227]"
"129","Emb. ménager","4.0",""," ","Rue de Cahors","Cahors","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2077370248507 , -1.61640240129098]"
"130","Emb. ménager","4.0",""," ","Rue de Cahors","Cahors","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.208427032184 , -1.61776628809086]"
"131","Emb. ménager","4.0",""," ","Rue d'Agen","Agen","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2095413211377 , -1.61720045993562]"
"132","Emb. ménager","4.0",""," ","Rue de Béziers","Béziers","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.210010443481 , -1.61784389413592]"
"133","Emb. ménager","4.0",""," ","Rue d'Agen","Agen","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2102605139719 , -1.61632980925061]"
"134","Emb. ménager","4.0",""," ","Rue de Marseille","Marseille","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2059895092093 , -1.61710771277577]"
"135","Emb. ménager","4.0",""," ","Rue de Marseille","Marseille","440162","44800","St-Herblain","Est","Loire-Chézine","[ 47.2050963560234 , -1.61549873325055]"
"136","Emb. ménager","4.0",""," ","Rue des Frères Kuron","Kuron","440162","44800","St-Herblain","Bourg","Loire-Chézine","[ 47.2129640138063 , -1.65060678572623]"
"137","Emb. ménager","4.0",""," ","Rue Théophile Guillou","Guillou","440162","44800","St-Herblain","Bourg","Loire-Chézine","[ 47.2141081610517 , -1.65246402034198]"
"138","Emb. ménager","4.0","Déchèterie de Saint Herbla"," ","Chemin de Tougas","Tougas","440162","44800","St-Herblain","Bourg","Loire-Chézine","[ 47.1975462023098 , -1.64199269403192]"
"139","Emb. ménager","4.0","Déchèterie de Saint Herbla"," ","Chemin de Tougas","Tougas","440162","44800","St-Herblain","Bourg","Loire-Chézine","[ 47.197530749132 , -1.64202182636575]"
"140","verre","4.0","Déchèterie de Saint-Jean-de-Boiseau"," ","Rue de la Poterie","Poterie","440166","44640","St-Jean-de-Boiseau","","Sud-Ouest","[ 47.1863350487543 , -1.71981932944856]"
"141","verre","4.0","Déchèterie de Saint-Jean-de-Boiseau"," ","Rue de la Poterie","Poterie","440166","44640","St-Jean-de-Boiseau","","Sud-Ouest","[ 47.1863452349855 , -1.71982312886411]"
"142","verre","3.0",""," ","Rue de l'Ouche Quinet","Ouche","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1937869468273 , -1.49958094646258]"
"143","verre","3.0",""," ","Rue des Pâquerettes","Pâquerettes","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1966962153721 , -1.50798873643283]"
"144","verre","3.0",""," ","Rue de la Baugerie","Baugerie","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2050061453866 , -1.5159201418562]"
"145","verre","3.0",""," ","Rue du Petit Clos","Petit","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2055066798155 , -1.51335483767457]"
"146","verre","4.5",""," ","Rue de la Loire","Loire","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2069075059645 , -1.51451099092417]"
"147","verre","3.0",""," ","Rue de la Métairie","Métairie","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2033733349292 , -1.51132997881036]"
"148","verre","3.0",""," ","Rue du Douet","Douet","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2007406627015 , -1.50719823043249]"
"149","verre","3.0",""," ","Rue du Docteur Paul Michaux","Michaux","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2074600330057 , -1.51125278529766]"
"150","verre","3.0",""," ","Rue Jean Baptiste Robert","Robert","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2091874769814 , -1.50679633602193]"
"151","verre","3.0",""," ","Rue du Clos Davy","Clos","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2075511665187 , -1.50564463555106]"
"152","verre","3.0","Stade Jean Massé"," ","Boulevard des Pas Enchantés","Pas","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2102231455098 , -1.50262616562123]"
"153","verre","3.0",""," ","Rue du Général De Gaulle","Gaulle","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2078850727489 , -1.49670144556064]"
"154","verre","3.0",""," ","Rue du Verdon","Verdon","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2069967150013 , -1.49949053387815]"
"155","verre","3.0","service assainissement"," ","Rue Pierre Bérégovoy","Bérégovoy","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2054897600021 , -1.49578192967323]"
"156","verre","3.0",""," ","Rue du Docteur Luneau","Luneau","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2038404719888 , -1.50078601417428]"
