code,name,quartier,modesCollecte,soustype,adresse,coordinates,plage_horaire,conseils,src,type,description
stco_encombrants37,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.603923,47.204731,0.000000",tous les vendredis après-midis de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les vendredis après-midis de chaque mois.,,,,,,,,
stco_encombrants38,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.604632,47.205021,0.000000",tous les vendredis après-midis de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les vendredis après-midis de chaque mois.,,,,,,,,
stco_encombrants39,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.605345,47.206245,0.000000",tous les vendredis après-midis de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les vendredis après-midis de chaque mois.,,,,,,,,
stco_encombrants40,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.605522,47.206715,0.000000",tous les vendredis après-midis de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les vendredis après-midis de chaque mois.,,,,,,,,
stco_encombrants41,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.604937,47.207474,0.000000",tous les vendredis après-midis de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les vendredis après-midis de chaque mois.,,,,,,,,
stco_encombrants42,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.605780,47.206127,0.000000",tous les vendredis après-midis de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les vendredis après-midis de chaque mois.,,,,,,,,
stco_encombrants43,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.598001,47.206932,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants44,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.598092,47.207485,0.000000",les 2ème et 4ème jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse les 2ème et 4ème jeudis matins de chaque mois.,,,,,,,,
stco_encombrants45,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.599401,47.206821,0.000000",tous les jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les jeudis matins de chaque mois.,,,,,,,,
stco_encombrants46,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.597288,47.209042,0.000000",tous les jeudis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les jeudis matins de chaque mois.,,,,,,,,
